Chr Gene nSNPs nSims Start Stop Test Pvalue Best-SNP SNP-pvalue
"2" "KIF1A" 557 1e+05 241653180 241759725 723.689018574365 0.0697693023069769 "rs191428830" 0.0015861
"2" "KIF5C" 601 1000 149632791 149883273 602.407768655213 0.322677322677323 "rs139003740" 0.00875649000000005
"2" "KLF11" 57 1000 10183681 10194963 61.8422967091055 0.284715284715285 "rs540959009" 0.00591235000000003
"2" "KLF7" 486 1e+05 207938861 208031970 803.160440187671 0.013039869601304 "rs17282552" 0.000107757999999997
"2" "KRTCAP3" 13 1e+05 27665232 27669348 42.2283075250604 0.003389966100339 "rs10635082" 0.00113707999999998
"2" "KYNU" 844 1e+05 143635194 143799885 1441.19112294139 0.016719832801672 "rs182962346" 0.000766849000000024
"2" "LANCL1" 197 1000 211295972 211341499 279.151737377437 0.124875124875125 "rs13420747" 0.00925699000000001
"2" "LBX2" 23 1e+05 74724643 74730443 37.6428348372007 0.0743292567074329 "rs183824320" 0.0313213000000002
"2" "LCLAT1" 1079 1e+05 30670122 30867091 2030.50045824833 0.034379656203438 "rs146145517" 0.00098789300000001
"2" "LIMS1" 798 1000 109150810 109303702 655.606071085502 0.545454545454545 "rs557970264" 0.000164006000000001
"2" "LIMS2" 285 1e+05 128395995 128439360 410.542393868985 0.0482295177048229 "rs35765118" 0.006008
"2" "LIMS3-LOC440895_2" 11 1000 111160495 111230652 5.10324734252308 0.822177822177822 "rs556940493" 0.192738
"2" "LINC00211" 429 1e+06 38053389 38103006 2026.80723800142 5.1999948000052e-05 "rs17410838" 1.18792999999997e-07
"2" "LINC00486" 579 1000 33050509 33162270 498.506678823683 0.578421578421578 "rs142268792" 0.00128493000000003
"2" "LINC01123_2" 3 1000 111133764 111142102 3.21519804109145 0.187812187812188 "rs566854359" 0.141439000000001
"2" "LINC01159" 18 1e+05 105481954 105489053 34.0316518330662 0.035409645903541 "rs1376614" 0.0115979
"2" "LIPT1" 40 1000 99771417 99779613 29.7785016407135 0.599400599400599 "rs138246585" 0.0491824000000001
"2" "LOC100132215" 8 1000 63271099 63275656 8.19025367331189 0.397602397602398 "rs147565240" 0.113019
"2" "LOC100288570_2" 2 1000 111160495 111181393 0.965683083066424 0.33966033966034 "rs555340810" 0.391825
"2" "LOC100506076_2" 3 1000 98081675 98094824 3.92277409696031 0.133866133866134 "rs569597665" 0.0829622000000006
"2" "LOC100506299" 52 1000 8811113 8821993 29.3840204706178 0.904095904095904 "rs111821175" 0.0779130000000002
"2" "LOC101927027" 81 1000 179278385 179304970 109.801430404683 0.116883116883117 "rs13027223" 0.00184094
"2" "LOC101927043" 873 1e+05 47419543 47572213 1051.27377059444 0.0965790342096579 "rs76570180" 0.000840949999999994
"2" "LOC101927196" 84 1e+05 186584600 186605204 128.542103924491 0.0715192848071519 "rs17813140" 0.00234855000000001
"2" "LOC101928243" 73 1e+05 136742745 136765112 181.50292789859 0.002989970100299 "rs309134" 0.000424854
"2" "LOC101929282" 51 1000 151485410 151491871 57.4510614800503 0.317682317682318 "rs13409790" 0.0510951999999998
"2" "LOC102800315" 53 1000 6766240 6774838 31.5423258824341 0.825174825174825 "rs17747975" 0.0371475000000001
"2" "LOC440895_2" 11 1000 111160495 111230652 5.10324734252308 0.818181818181818 "rs556940493" 0.192738
"2" "LOC646743_2" 13 1000 131328401 131341734 8.18608854349658 0.682317682317682 "rs534974885" 0.0570966000000002
"2" "LOXL3" 67 1000 74759385 74781091 78.5808618761141 0.212787212787213 "rs185400276" 0.0115854
"2" "LPIN1" 815 1e+05 11817704 11967533 1618.62829289654 0.002729972700273 "rs2577259" 2.17696000000003e-06
"2" "LRRFIP1" 1039 1000 238536223 238690290 975.125132309814 0.350649350649351 "rs191684830" 0.0033368
"2" "LRRTM4" 4812 1e+05 76974849 77749502 5848.4811590319 0.0890391096089039 "rs371849489" 0.000831400000000019
"2" "LTBP1" 3047 1e+05 33172368 33624575 5049.47146299425 0.00804991950080499 "rs6705263" 0.000130269000000003
"2" "LYPD1" 118 1000 133402336 133429070 94.3239924957324 0.457542457542458 "rs74536684" 0.0367874999999998
"2" "LYPD6" 535 1000 150186498 150330659 598.761982773558 0.18981018981019 "rs75185145" 0.00350752000000001
"2" "M1AP" 285 1000 74785009 74875465 325.798602907231 0.164835164835165 "rs4853033" 0.00918353999999997
"2" "MAP2" 1345 1e+05 210288770 210598834 2891.36027145098 0.00755992440075599 "rs554177405" 0.000554229999999994
"2" "MAP4K4" 730 1000 102314164 102511152 696.931937630619 0.408591408591409 "rs150013331" 0.000749100000000008
"2" "7-Mar" 357 1e+05 160568967 160625094 889.797449811302 0.011769882301177 "rs17227986" 0.000642200000000015
"2" "MCFD2" 253 1000 47129008 47168994 202.327016170884 0.53946053946054 "rs62140553" 0.00212491
"2" "MDH1" 51 1000 63815742 63834330 73.0329472165538 0.127872127872128 "rs41284839" 0.00094236700000001
"2" "METTL21A" 47 1e+06 208473838 208489973 167.131427369306 0.00141799858200142 "rs568990588" 0.000523673000000007
"2" "MFF" 203 1000 228189866 228222552 282.882965265062 0.136863136863137 "rs4128914" 3.29777000000004e-06
"2" "MGAT4A" 476 1e+05 99235568 99347589 703.71455971172 0.0599294007059929 "rs147756899" 0.000851393
"2" "MIR4435-1HG" 342 1e+06 112124590 112252692 569.883125707596 3.6999963000037e-05 "rs201631301" 6.17348000000014e-06
"2" "MLPH" 563 1000 238395052 238463961 326.672147213213 0.849150849150849 "rs183067946" 0.00275466999999999
"2" "MOB4" 128 1000 198380294 198418423 165.535636336728 0.106893106893107 "rs190126698" 4.16994000000009e-08
"2" "MSH6" 137 1e+05 48010220 48034092 327.981858789901 0.004019959800402 "rs3136348" 8.38185000000016e-05
"2" "MTERFD2" 76 1000 242026508 242041747 81.7576850272683 0.322677322677323 "rs530873026" 0.0149194
"2" "MTIF2" 159 1e+05 55463755 55496384 485.249801218019 0.00229997700023 "rs7590143" 1.27964999999999e-07
"2" "MYCNOS" 17 1000 16076386 16081845 18.4927540806167 0.26973026973027 "rs61613914" 0.0634117999999996
"2" "MYEOV2" 92 1000 241065979 241075764 94.5711679885088 0.375624375624376 "rs144457725" 0.00177129
"2" "MYL1" 112 1e+05 211154867 211179895 363.859513833385 0.001249987500125 "rs6735154" 0.00120429000000002
"2" "MYO1B" 790 1e+05 192110106 192290115 1186.55282223611 0.0572494275057249 "rs570841289" 0.00432881999999998
"2" "NABP1" 30 1e+05 192542797 192553248 29.1602564199802 0.0524894751052489 "rs183007688" 0.0152968
"2" "NCK2" 909 1000 106361519 106510730 978.016119146206 0.262737262737263 "rs537184447" 0.00221579999999999
"2" "NDUFS1" 186 1000 206987802 207024243 131.966666090113 0.623376623376623 "rs552008380" 0.00696048999999998
"2" "NEU4" 69 1e+05 242750159 242758739 133.592158290766 0.019909800901991 "rs35392728" 0.00786412000000005
"2" "NEURL3" 30 1000 97163379 97173846 25.5280326187022 0.576423576423576 "rs145202138" 0.0502550999999996
"2" "NFE2L2" 106 1e+05 178095030 178129859 192.156527561831 0.017919820801792 "rs147100319" 0.00161372999999999
"2" "NGEF" 844 1e+05 233743395 233877951 1509.00607846362 0.012169878301217 "rs142115564" 2.24125000000005e-06
"2" "NIF3L1" 34 1e+05 201754049 201768655 65.2439364941173 0.033159668403316 "rs145723757" 0.00118312000000003
"2" "NIFK-AS1" 355 1000 122407229 122486136 432.340014641828 0.176823176823177 "rs72830833" 0.00191514
"2" "NLRC4" 167 1e+05 32449517 32490812 397.450950100256 0.00938990610093899 "rs573001427" 6.0008100000001e-05
"2" "NOSTRIN" 382 1e+05 169643048 169721849 503.850182355718 0.100948990510095 "rs532779" 0.0037319
"2" "NRP2" 518 1e+05 206547223 206662857 862.738111125278 0.00622993770062299 "rs186056011" 0.000294211999999996
"2" "NRXN1" 6000 1e+05 50145642 51259674 7513.98181644908 0.042419575804242 "rs11892200" 3.35350999999997e-05
"2" "NUP35" 361 1000 183982217 184026412 278.001856428925 0.563436563436563 "rs188972452" 0.000145576000000003
"2" "OBSL1" 116 1000 220415449 220436268 76.1230570982202 0.719280719280719 "rs142854213" 0.00383531
"2" "ODC1" 41 1e+05 10580496 10588680 59.7842131846726 0.0855991440085599 "rs28362409" 0.0125012
"2" "ORC4" 394 1e+05 148687965 148779173 860.108340667086 0.00956990430095699 "rs114668372" 0.000172678999999998
"2" "OSBPL6" 930 1e+05 179059207 179264160 1405.95919776476 0.04419955800442 "rs6738749" 0.00119655000000003
"2" "OTOF" 560 1e+06 26680070 26781566 1789.578373645 3.2999967000033e-05 "rs13004993" 1.63380000000003e-08
"2" "OTOF" 560 1e+06 26680070 26781566 1789.578373645 3.2999967000033e-05 "rs13004993" 1.63380000000003e-08
"2" "OTX1" 22 1e+05 63277191 63284966 40.6169644395853 0.01289987100129 "rs187464743" 0.00269911000000001
"2" "PASK" 350 1000 242045513 242089394 355.695992777485 0.315684315684316 "rs75312476" 0.00216805
"2" "PAX3" 495 1e+05 223064605 223163715 676.406756825832 0.0833691663083369 "rs45611636" 0.000264820000000001
"2" "PAX8-AS1" 185 1000 113993103 114024600 242.001997549452 0.174825174825175 "rs557895822" 0.0103305
"2" "PCDP1" 368 1e+05 120302007 120414237 488.218851710091 0.0980890191098089 "rs62159784" 0.00492606
"2" "PDE11A" 2623 1e+05 178487976 178973066 3846.05435171779 0.0655093449065509 "rs567712062" 0.000154297999999999
"2" "PDE6D" 196 1e+05 232597134 232646037 306.337008623073 0.0993090069099309 "rs546234324" 0.0101365
"2" "PDIA6" 450 1000 10923516 10978103 605.086349614549 0.188811188811189 "rs189994997" 0.00187343999999999
"2" "PDK1" 337 1e+05 173420100 173490351 1087.92403363967 0.004139958600414 "rs199755696" 0.000491506999999994
"2" "PIKFYVE" 450 1e+05 209130990 209223475 1054.08978869525 0.025179748202518 "rs184208358" 5.22108000000006e-05
"2" "PLA2R1" 643 1e+06 160797259 160919126 2679.73514393805 2.3999976000024e-05 "rs3106306" 2.53383999999994e-06
"2" "PLGLB1_1" 3 1000 87237587 87248969 3.5653016214567 0.320679320679321 "rs202037592" 0.0891641000000002
"2" "PLGLB1_2" 7 1e+05 88047609 88058994 10.4027532064332 0.0638493615063849 "rs200571264" 0.0239095000000001
"2" "PLGLB2_1" 3 1000 87237587 87248973 3.5653016214567 0.307692307692308 "rs202037592" 0.0891641000000002
"2" "PLGLB2_2" 7 1e+05 88047605 88058994 10.4027532064332 0.0661593384066159 "rs200571264" 0.0239095000000001
"2" "PNKD" 326 1e+05 219135114 219211516 695.511025577793 0.025149748502515 "rs12993339" 0.000138108000000002
"2" "POLR1B" 191 1e+05 113299491 113334729 599.320833516887 0.001259987400126 "rs3980079" 0.000115369000000001
"2" "PPM1B" 278 1000 44395999 44461742 307.04008919441 0.190809190809191 "rs191203693" 7.37174000000003e-05
"2" "PPP1CB" 221 1e+05 28974613 29025806 351.410781110061 0.0615293847061529 "rs186213426" 2.55975999999995e-05
"2" "PPP1R1C" 822 1e+06 182818967 182996109 3559.33854282103 9.99999000001e-07 "rs6760977" 4.24884000000008e-08
"2" "PPP1R7" 195 1000 242088987 242123065 170.331315360689 0.516483516483517 "rs77648279" 0.00159386
"2" "PREPL" 252 1e+05 44544747 44589001 607.281488117831 0.00586994130058699 "rs185139808" 0.000146406
"2" "PRKRA" 49 1e+05 179296140 179315958 74.6893681048856 0.0559394406055939 "rs570758836" 0.00896705999999999
"2" "PTH2R" 551 1e+05 209224568 209359231 1178.61374808394 0.00583994160058399 "rs192800705" 3.14478000000007e-05
"2" "PTPRN" 88 1000 220154344 220174295 120.355186322176 0.111888111888112 "rs189995183" 0.00808089999999999
"2" "PUM2" 399 1e+06 20448452 20550611 1382.96373445142 0.000261999738000262 "rs114259999" 0.000147417999999999
"2" "R3HDM1" 582 1e+05 136289024 136482840 1380.90556512432 0.002039979600204 "rs62168795" 1.44333999999997e-05
"2" "RAPGEF4" 1478 1e+05 173600524 173917620 2951.97946634948 0.001009989900101 "rs2113809" 3.74067999999994e-06
"2" "RAPH1" 290 1000 204298404 204400058 219.81490315757 0.574425574425574 "rs559431461" 0.0124314
"2" "RASGRP3" 739 1000 33661415 33789798 834.738821702388 0.144855144855145 "rs200101215" 0.000835776000000021
"2" "REEP1" 641 1000 86441119 86565206 553.968481086613 0.46953046953047 "rs182981002" 0.00220612000000001
"2" "REG3A" 10 1000 79384131 79386880 12.6524757970706 0.128871128871129 "rs182319666" 0.0648753999999998
"2" "RGPD1_1" 52 1e+05 87144737 87241099 86.7735974269696 0.020149798502015 "rs537585822" 0.00446756000000001
"2" "RGPD1_2" 206 1e+05 88055478 88285309 244.052439557801 0.0563394366056339 "rs149773951" 0.00210039
"2" "RGPD2_1" 54 1e+05 87140934 87239861 87.0864322147126 0.026209737902621 "rs537585822" 0.00446756000000001
"2" "RGPD2_2" 15 1000 88056717 88125286 13.5359614623327 0.25974025974026 "rs192443832" 0.0250086000000001
"2" "RGPD5_3" 59 1000 113125964 113191107 49.6425547615459 0.428571428571429 "rs562748915" 0.0208588
"2" "RIF1" 308 1000 152266396 152333860 375.094708188878 0.13986013986014 "rs111990681" 0.000854476000000012
"2" "RMDN2" 832 1e+05 38152461 38294285 1744.68063711983 0.00681993180068199 "rs2084167" 0.000113750000000003
"2" "RNASEH1-AS1" 21 1000 3605975 3609340 19.6173206428423 0.464535464535465 "rs3087621" 0.164443
"2" "RND3" 54 1000 151324706 151344209 45.7261143826577 0.586413586413586 "rs73967178" 0.0426354000000001
"2" "RNF103" 87 1000 86830515 86851000 68.2384773242676 0.584415584415584 "rs545478740" 0.00248524999999999
"2" "RPL23AP7" 16 1e+06 114368815 114384715 68.9572776489835 3.2999967000033e-05 "rs372789374" 6.95633000000019e-06
"2" "RPL31" 75 1e+05 101618690 101636155 220.860659502752 0.001719982800172 "rs1062062" 0.00045765699999999
"2" "RPS27A" 21 1e+06 55459038 55462989 68.242746511191 0.000417999582000418 "rs17046778" 3.35126999999999e-05
"2" "RQCD1" 99 1000 219433302 219461158 114.811020949807 0.188811188811189 "rs180828242" 1.26799999999998e-07
"2" "RRM2" 22 1000 10262694 10271546 16.9345351187385 0.567432567432567 "rs72542787" 0.0289267999999999
"2" "RTKN" 51 1e+05 74652987 74669060 82.6401069893823 0.021869781302187 "rs145949653" 0.00870141999999996
"2" "RTN4" 372 1000 55199326 55277734 391.61458327457 0.292707292707293 "rs529480046" 0.00360230000000001
"2" "RUFY4" 261 1000 218899656 218955304 229.719705185739 0.391608391608392 "rs192243120" 1.01538e-05
"2" "SATB2" 568 1000 200134222 200335989 559.787219833916 0.2997002997003 "rs573485094" 5.63066999999995e-05
"2" "SCN1A" 874 1e+05 166845669 167005642 2130.20314027932 0.004709952900471 "rs72875685" 5.10917000000003e-06
"2" "SCN2A" 737 1e+05 166095911 166248820 1488.86419816975 0.00877991220087799 "rs144926578" 2.57952999999997e-05
"2" "SDC1" 115 1e+06 20400557 20425194 528.696577522083 0.000212999787000213 "rs2015110" 0.000112429
"2" "2-Sep" 207 1000 242254601 242293441 261.059525495699 0.147852147852148 "rs200481002" 0.000137818999999998
"2" "SERPINE2" 407 1000 224839764 224904036 528.084631023856 0.158841158841159 "rs186344213" 0.000825791000000011
"2" "SF3B1" 142 1000 198256697 198299771 155.762742938059 0.200799200799201 "rs138330846" 0.00540330999999999
"2" "SGOL2" 201 1000 201390864 201448818 177.04603302602 0.475524475524476 "rs141349955" 0.0118681
"2" "SH3YL1" 180 1e+06 218135 264866 852.955951629885 2.2999977000023e-05 "rs62114506" 1.93959000000002e-06
"2" "SIX3-AS1" 6 1e+05 45167292 45169017 9.66122606443801 0.0921190788092119 "rs83995" 0.0217886
"2" "SLC1A4" 167 1e+06 65215578 65251000 435.879930542432 0.000332999667000333 "rs759458" 4.39764e-07
"2" "SLC35F5" 217 1e+06 114470368 114514400 964.711282869904 0.000192999807000193 "rs142698273" 3.22946000000005e-05
"2" "SLC35F5" 217 1e+06 114470368 114514400 964.711282869904 0.000205999794000206 "rs142698273" 3.22946000000005e-05
"2" "SLC39A10" 341 1000 196521531 196602426 255.830586086669 0.531468531468531 "rs143505989" 3.96341999999995e-07
"2" "SLC4A5" 448 1000 74443368 74570534 462.055202890632 0.268731268731269 "rs199706244" 0.00805749000000003
"2" "SLC8A1" 2561 1e+05 40339285 40739575 3669.99931774799 0.021079789202108 "rs10165271" 0.000283758999999998
"2" "SMARCAL1" 386 1000 217277136 217347774 363.681165253206 0.423576423576424 "rs543895692" 0.00522576999999999
"2" "SMPD4" 112 1e+05 130908964 130940323 283.228559137339 0.00961990380096199 "rs375368877" 0.00491202000000002
"2" "SOCS5" 408 1e+05 46926098 46989927 659.673495411677 0.046979530204698 "rs184928537" 0.000398025000000006
"2" "SP100" 640 1e+05 231280870 231410317 988.457025078478 0.048049519504805 "rs145290493" 0.000568696000000002
"2" "SP110" 341 1000 231033644 231090444 416.536615891622 0.213786213786214 "rs199942448" 0.00121624000000001
"2" "SP140" 442 1000 231090444 231177930 322.952616808269 0.687312687312687 "rs75680225" 0.00374317000000001
"2" "SP3" 359 1e+05 174771186 174830430 562.889862765472 0.033349666503335 "rs116690218" 0.000131341000000001
"2" "SPATS2L" 698 1000 201170603 201346986 799.899610786959 0.173826173826174 "rs78705022" 0.000168043000000003
"2" "SPDYA" 102 1000 29033699 29073475 137.101995774206 0.115884115884116 "rs76075750" 0.00469104999999999
"2" "SPEG" 236 1000 220299699 220358354 289.392879077917 0.118881118881119 "rs145280071" 0.00480950000000001
"2" "SPRED2" 582 1e+06 65537984 65659656 1840.20143715954 0.000362999637000363 "rs72822486" 5.93853999999994e-06
"2" "SPTBN1" 1141 1e+05 54683453 54898583 1836.20851669868 0.044629553704463 "rs4233950" 0.000667221000000017
"2" "SSFA2" 134 1e+05 182756442 182795464 275.590112474937 0.02739972600274 "rs143563789" 0.00415978
"2" "ST3GAL5" 236 1e+05 86066270 86116157 753.625834474738 0.002489975100249 "rs2280312" 0.000426246000000001
"2" "ST6GAL2" 465 1000 107418055 107503563 542.659789866132 0.223776223776224 "rs76390238" 0.00128932000000001
"2" "STAMBP" 156 1e+05 74056042 74094295 349.585182004208 0.00715992840071599 "rs185033300" 0.00148109
"2" "STAT1" 203 1000 191833761 191878976 206.034799278791 0.280719280719281 "rs5837215" 0.00872368999999999
"2" "STAT4" 466 1000 191894301 192016322 455.387395623697 0.346653346653347 "rs143340438" 0.00366109000000002
"2" "STK16" 17 1000 220110191 220115059 8.68810398805989 0.834165834165834 "rs17849638" 0.236061
"2" "STK25" 97 1000 242434121 242448987 99.8322303588822 0.310689310689311 "rs143517612" 0.00328005
"2" "STON1-GTF2A1L" 1517 1e+05 48757063 49003656 2525.65172826474 0.011069889301107 "rs72822825" 2.46427999999997e-05
"2" "TACR1" 703 1000 75273589 75426645 518.054049811752 0.826173826173826 "rs35093940" 0.000238615999999998
"2" "TANK" 338 1e+06 161993465 162092683 1317.42470433694 0.000228999771000229 "rs183973314" 6.66929999999984e-07
"2" "TFPI" 387 1e+06 188328957 188419219 971.017165334409 0.000583999416000584 "rs13035938" 0.000135574999999996
"2" "THAP4" 249 1e+05 242523819 242576725 375.97959189803 0.0832691673083269 "rs146677705" 2.50726000000004e-05
"2" "THNSL2" 71 1000 88469813 88486156 40.0063727184747 0.9000999000999 "rs139378946" 0.0556992999999998
"2" "TISP43_2" 13 1000 131328418 131341734 8.18608854349658 0.691308691308691 "rs534974885" 0.0570966000000002
"2" "TLK1" 1086 1000 171847332 172087824 1460.26223793467 0.122877122877123 "rs7604392" 4.80640000000008e-05
"2" "TMEM178A" 189 1000 39892637 39945104 203.148553391561 0.152847152847153 "rs76697526" 0.000747567000000014
"2" "TMEM237" 77 1000 202484906 202508252 66.2035457202849 0.509490509490509 "rs116374530" 0.00250530000000001
"2" "TP53I3" 29 1000 24300302 24308085 16.4947684990755 0.778221778221778 "rs147497344" 0.0663895999999999
"2" "TPO" 824 1000 1417232 1546499 674.059213021063 0.543456543456543 "rs565742808" 0.00286906000000001
"2" "TRIP12" 487 1e+05 230628552 230786725 778.107184149826 0.020329796702033 "rs191368361" 4.22123999999999e-06
"2" "TSGA10" 689 1000 99613723 99771187 962.029329701655 0.122877122877123 "rs534840300" 0.000778216000000005
"2" "TTC7A" 1074 1000 47143267 47303275 994.185477606196 0.453546453546454 "rs180727224" 5.04532999999992e-05
"2" "TTN" 936 1000 179390716 179672150 1108.70163465459 0.122877122877123 "rs71423581" 0.000961701000000015
"2" "TTN-AS1" 297 1e+05 179387553 179484944 398.594498064359 0.0706792932070679 "rs72646873" 0.00814853999999999
"2" "TUBA4A" 16 1000 220114432 220119330 10.6384787548845 0.757242757242757 "rs1024131" 0.220195999999999
"2" "TWIST2" 273 1e+05 239756672 239832244 404.588624267192 0.033139668603314 "rs187889517" 0.00748082999999998
"2" "UBE2E3" 498 1e+06 181845111 181928154 7217.05095378968 9.99999000001e-07 "rs4362519" 1.47003999999998e-10
"2" "UBE2F" 344 1000 238875586 238951423 446.800640741531 0.194805194805195 "rs12615308" 0.00445071999999999
"2" "UGGT1" 477 1000 128848753 128953249 412.171738747938 0.511488511488511 "rs114741573" 0.00128409999999997
"2" "UGP2" 202 1e+05 64068097 64118696 493.967259697394 0.002009979900201 "rs6546031" 3.19631999999998e-05
"2" "UGT1A6" 480 1000 234600320 234681951 358.234376307131 0.631368631368631 "rs142854795" 0.00113055000000001
"2" "UPP2" 656 1e+05 158851690 158992666 1254.65601643102 0.00793992060079399 "rs115583315" 1.69117999999996e-05
"2" "USP39" 185 1000 85829964 85876407 163.358117060021 0.443556443556444 "rs17026518" 0.00139300000000001
"2" "UXS1" 516 1000 106709758 106810795 534.974844789998 0.30969030969031 "rs560802987" 0.00146594999999997
"2" "VIT" 779 1e+05 36923832 37041937 1454.26752064369 0.001609983900161 "rs541780657" 0.000113256000000003
"2" "VRK2" 985 1e+05 58134785 58387055 1418.93850970344 0.0608893911060889 "rs115780283" 2.09011000000002e-05
"2" "WDR33" 460 1000 128461807 128568761 558.491405186072 0.145854145854146 "rs112262687" 0.000605354999999987
"2" "WDR92" 97 1000 68357280 68384692 94.4641863959097 0.396603396603397 "rs145772188" 0.00113329000000002
"2" "WDSUB1" 300 1e+05 160092303 160143236 988.924260022512 0.00769992300076999 "rs4665047" 0.00269488
"2" "WIPF1" 403 1e+06 175424301 175547627 1044.26802494662 0.000183999816000184 "rs2115874" 2.31371999999997e-06
"2" "XIRP2" 2162 1000 167744996 168116261 2125.61683664328 0.334665334665335 "rs116277684" 0.000715039000000003
"2" "ZAK" 1016 1e+05 173940564 174132737 2131.77313563269 0.00349996500035 "rs4344898" 4.69169999999994e-05
"2" "ZAP70" 130 1000 98330030 98356323 138.099626359823 0.250749250749251 "rs574223194" 0.0141059
"2" "ZDBF2" 163 1000 207139364 207179150 203.589461330721 0.168831168831169 "rs528088420" 0.000343162999999992
"2" "ZEB2" 411 1e+05 145141941 145277958 626.68886651232 0.00858991410085899 "rs200331349" 0.000631741999999985
"2" "ZNF142" 76 1000 219502639 219524355 70.386640334142 0.375624375624376 "rs187903453" 0.0275042999999999
"2" "ZNF513" 10 1e+05 27600097 27603611 18.963153265805 0.026239737602624 "rs13472" 0.013946
"2" "AAK1" 773 1e+05 69685126 69870977 1645.30175128821 0.012539874601254 "rs6712370" 1.09250000000001e-05
"2" "AAMP" 20 1000 219128851 219134893 18.5252605719589 0.316683316683317 "rs4674279" 0.0737105999999996
"2" "ABCB11" 620 1e+06 169779448 169887833 1623.49158566553 0.00084999915000085 "rs572540305" 0.000333073000000003
"2" "ABCB6" 31 1e+05 220074487 220083712 52.2988835835711 0.014119858801412 "rs551440206" 0.0119688000000001
"2" "ABCG5" 157 1e+05 44039610 44065958 259.67366693857 0.0562594374056259 "rs143063616" 0.000403635999999994
"2" "ABCG8" 370 1000 44066102 44105605 342.151813490349 0.380619380619381 "rs189827061" 0.000458384999999995
"2" "ABHD1" 22 1e+06 27346656 27353680 151.263103454715 1.999998000002e-06 "rs12467319" 2.58601e-07
"2" "AC093375.1" 1042 1e+05 156877046 157111432 1497.84036827118 0.045679543204568 "rs1519805" 0.000689572999999989
"2" "ACADL" 101 1000 211052715 211090215 124.062769198204 0.127872127872128 "rs3768809" 0.00840039999999999
"2" "ACKR3" 54 1e+05 237478379 237490994 92.3872058696428 0.04669953300467 "rs71424925" 0.000386305000000006
"2" "ACMSD" 236 1e+06 135596185 135659602 1510.7174912611 5.999994000006e-06 "rs1942051" 3.23161999999996e-06
"2" "ACOXL" 1930 1e+05 111490149 111875799 2724.22853419823 0.040869591304087 "rs373421772" 3.65283000000008e-05
"2" "ACSL3" 457 1e+05 223725731 223808119 711.394812961318 0.0876791232087679 "rs115365997" 0.00484551999999998
"2" "ACTG2" 165 1000 74120092 74146780 137.137428263722 0.462537462537463 "rs7557701" 0.00278785
"2" "ACTR1B" 36 1000 98272401 98280561 39.3500546202486 0.316683316683317 "rs146862504" 1.42972e-05
"2" "ACTR2" 192 1e+05 65454828 65498390 378.112042293698 0.028859711402886 "rs187273512" 0.00063914600000001
"2" "ACTR3BP2" 7 1e+05 92129158 92130496 18.4892137464739 0.00259997400026 "rs187198520" 0.000180102999999996
"2" "ACYP2" 950 1000 54342409 54532435 912.249463826733 0.383616383616384 "rs558169104" 0.00314507
"2" "ADAM17" 237 1e+05 9629410 9695917 353.521412647544 0.0951890481095189 "rs77313950" 0.00451721000000002
"2" "ADAM23" 775 1e+06 207308367 207485854 2601.89992917521 9.99999000001e-07 "rs1921667" 4.87909999999994e-07
"2" "ADCY3" 575 1e+05 25042038 25142055 1391.30831775245 0.010759892401076 "rs80195592" 1.88426000000005e-05
"2" "ADI1" 138 1000 3501689 3523350 175.294511052731 0.221778221778222 "rs550391048" 0.0118812
"2" "ADRA2B" 10 1000 96778622 96781984 9.85543011791659 0.452547452547453 "rs566581196" 0.022953
"2" "AFTPH" 319 1e+06 64751438 64820138 1409.2189568488 0.000118999881000119 "rs7576132" 4.10800000000001e-05
"2" "AGBL5-AS1" 4 1e+06 27272550 27273132 34.3112905359112 1.999998000002e-06 "rs76233644" 2.38791999999996e-05
"2" "AGFG1" 464 1e+05 228336887 228425938 905.484956276993 0.025879741202588 "rs34707837" 0.00113368
"2" "AGPS" 645 1e+05 178257470 178408564 1025.07116197892 0.0789692103078969 "rs145086547" 0.0020384
"2" "AGXT" 87 1000 241808161 241818536 139.726989795415 0.128871128871129 "rs534092449" 0.00536635999999998
"2" "AHCTF1P1" 33 1e+06 162355577 162364413 162.726952864117 9.99999000001e-07 "rs62187567" 7.40797999999998e-11
"2" "AHSA2" 47 1e+06 61404554 61414686 180.984186979691 7.999992000008e-06 "rs2600667" 7.89151000000007e-06
"2" "ALK" 4154 1e+05 29415639 30144477 5315.36483845857 0.038659613403866 "rs143864309" 6.37045000000001e-09
"2" "ALLC" 252 1000 3705785 3750260 193.219364247444 0.558441558441558 "rs562264619" 0.00664370000000001
"2" "ALMS1" 963 1e+05 73612885 73837046 2240.59096677169 0.00862991370086299 "rs13383871" 0.00361509999999999
"2" "ALMS1-IT1" 12 1000 73684229 73686604 14.7236686986074 0.166833166833167 "rs115251873" 0.0826380000000001
"2" "ALMS1P" 242 1e+05 73872045 73912694 544.383316572973 0.01019989800102 "rs13431529" 0.000328404999999995
"2" "ALPI" 26 1000 233320832 233324742 23.6155961002299 0.451548451548452 "rs113958279" 0.0978722999999992
"2" "ALPP" 31 1000 233243347 233247599 24.4935510493884 0.534465534465534 "rs116825917" 0.0358838999999999
"2" "ALPPL2" 27 1000 233271551 233275424 14.4410775802491 0.902097902097902 "rs6728119" 0.0728501000000003
"2" "ALS2CR12" 303 1e+06 202152993 202222121 934.29739841244 0.000872999127000873 "rs551975134" 1.83095999999996e-05
